DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments 
069 - TRANSIENT ISCHEMIA,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,18,11276.5,4266
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,27,15852.11111,7471.222222
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,17,17735.35294,6774.941176
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,20,14600.85,5487.45
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,30,10650.33333,4190.466667
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,12,21620.75,7649.5
194 - SIMPLE PNEUMONIA & PLEURISY W CC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,21,17633.85714,5904.52381
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,13,12530.38462,4378.230769
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,11,24162.27273,9566.363636
"281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC",490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,14,15472,6126.142857
291 - HEART FAILURE & SHOCK W MCC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,11,19698.36364,8148.545455
292 - HEART FAILURE & SHOCK W CC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,29,15153.41379,5664.448276
293 - HEART FAILURE & SHOCK W/O CC/MCC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,18,11670.05556,4519.388889
303 - ATHEROSCLEROSIS W/O MCC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,14,7762.214286,3399.571429
312 - SYNCOPE & COLLAPSE,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,22,10833.40909,4185
313 - CHEST PAIN,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,32,9227,3361.90625
377 - G.I. HEMORRHAGE W MCC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,12,23814.5,9194.416667
378 - G.I. HEMORRHAGE W CC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,23,16706.30435,5891.043478
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,61,13281.40984,4232.721311
603 - CELLULITIS W/O MCC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,21,11588.90476,4683
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,17,11176.35294,3966.705882
682 - RENAL FAILURE W MCC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,12,21879.41667,8700.333333
683 - RENAL FAILURE W CC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,15,12773.06667,5491.266667
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,20,11660,4351.65
812 - RED BLOOD CELL DISORDERS W/O MCC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,15,11459.8,4469.733333
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,87,21339.83908,10216.85057
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,34,13867.23529,6493.411765
948 - SIGNS & SYMPTOMS W/O MCC,490114,WELLMONT LONESOME PINE HOSPITAL,1990 HOLTON AVENUE EAST,BIG STONE GAP,VA,24219,TN - Kingsport,12,10160,3916.416667
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,19,13183.68421,6687.631579
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,19,9737.210526,4696.842105
069 - TRANSIENT ISCHEMIA,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,24,8946,4295
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,11,26364.90909,11729.72727
178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,13,21680.38462,8041.692308
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,37,22074.7027,7694.756757
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,48,17958.625,6768.666667
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,32,12707.84375,6149.46875
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,35,11791.94286,4231.371429
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,32,22492.21875,8233.46875
194 - SIMPLE PNEUMONIA & PLEURISY W CC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,89,16582.4382,5900.011236
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,34,14790.23529,4416.647059
207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,11,86672.81818,29565.54545
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,19,44421.47368,13420.42105
291 - HEART FAILURE & SHOCK W MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,36,18974.47222,8648.555556
292 - HEART FAILURE & SHOCK W CC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,56,14801.28571,5903.75
293 - HEART FAILURE & SHOCK W/O CC/MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,23,9443.695652,4138.956522
300 - PERIPHERAL VASCULAR DISORDERS W CC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,15,10166.46667,5408
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,11,8658.636364,4516.181818
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,35,9087.028571,3890.942857
312 - SYNCOPE & COLLAPSE,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,18,9960.666667,4177.055556
313 - CHEST PAIN,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,34,9718.235294,3568.705882
377 - G.I. HEMORRHAGE W MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,11,24194.18182,10252.54545
378 - G.I. HEMORRHAGE W CC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,30,18042.76667,6120.8
379 - G.I. HEMORRHAGE W/O CC/MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,13,10076.07692,4198
389 - G.I. OBSTRUCTION W CC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,11,16693.72727,5496.272727
390 - G.I. OBSTRUCTION W/O CC/MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,11,9705,3742
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,65,11585.50769,4196.923077
419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,14,20895,6872
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,26,58397.61538,16643.34615
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,19,40775,10988.31579
552 - MEDICAL BACK PROBLEMS W/O MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,14,12997.07143,4752.928571
603 - CELLULITIS W/O MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,26,13588.61538,4638.192308
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,58,9748.137931,4063
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,20,19841.2,6959.85
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,47,15658.82979,4869.489362
812 - RED BLOOD CELL DISORDERS W/O MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,15,11453.46667,4675
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,50,28315.96,10879.54
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,24,16334.16667,6551.666667
885 - PSYCHOSES,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,87,13208.77011,5323.471264
948 - SIGNS & SYMPTOMS W/O MCC,490115,TWIN COUNTY REGIONAL HOSPITAL,200 HOSPITAL DRIVE,GALAX,VA,24333,NC - Winston-Salem,17,10998.58824,3977.235294
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,13,38456.07692,10351.15385
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,13,21707.38462,6624
069 - TRANSIENT ISCHEMIA,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,22,14022.72727,4423.590909
177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,12,23111,10941.08333
189 - PULMONARY EDEMA & RESPIRATORY FAILURE,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,39,19093.20513,7273
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,42,16330.2381,6584.857143
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,40,14817.425,5527
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,30,10697.6,4099
193 - SIMPLE PNEUMONIA & PLEURISY W MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,34,23045.02941,8578.411765
194 - SIMPLE PNEUMONIA & PLEURISY W CC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,49,16398.08163,5866.632653
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,26,11513.5,4211.615385
208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,12,49899.5,12889
"280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC",490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,16,27621.875,9810.875
"282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC",490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,12,9706.25,4377.916667
291 - HEART FAILURE & SHOCK W MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,39,16918.15385,7898.333333
292 - HEART FAILURE & SHOCK W CC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,54,15147.33333,5639
303 - ATHEROSCLEROSIS W/O MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,24,9792.875,3310
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,11,19203.54545,6731.636364
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,16,12351.5625,4591
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,18,10131.33333,3204.055556
312 - SYNCOPE & COLLAPSE,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,18,15510.61111,4072
313 - CHEST PAIN,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,28,9596.678571,3049.785714
329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,13,124636.0769,38069.30769
330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,12,62187.25,15569.58333
372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,18,16314.5,7427.555556
378 - G.I. HEMORRHAGE W CC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,13,21391.38462,5777.769231
389 - G.I. OBSTRUCTION W CC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,18,20844.05556,7643.722222
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,46,15323.63043,4331.76087
470 - MAJOR JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,21,55633.38095,11945
481 - HIP & FEMUR PROCEDURES EXCEPT MAJOR JOINT W CC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,13,55407.53846,10695
552 - MEDICAL BACK PROBLEMS W/O MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,13,17854,4658
603 - CELLULITIS W/O MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,19,11836.05263,4710.578947
"640 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W MCC",490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,11,16816.72727,6473
"641 - MISC DISORDERS OF NUTRITION,METABOLISM,FLUIDS/ELECTROLYTES W/O MCC",490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,29,15123.41379,3927
682 - RENAL FAILURE W MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,20,29759.45,9134.4
683 - RENAL FAILURE W CC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,15,17140.13333,5687.266667
689 - KIDNEY & URINARY TRACT INFECTIONS W MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,17,16526.05882,6537
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,47,14323.06383,4392.744681
812 - RED BLOOD CELL DISORDERS W/O MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,18,9664.055556,4518
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,40,29418.875,10383.475
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,29,16920.03448,6165.37931
917 - POISONING & TOXIC EFFECTS OF DRUGS W MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,14,17376.5,8493.571429
918 - POISONING & TOXIC EFFECTS OF DRUGS W/O MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,17,12546,4886.470588
948 - SIGNS & SYMPTOMS W/O MCC,490116,LEWISGALE HOSPITAL PULASKI,2400 LEE HIGHWAY,PULASKI,VA,24301,VA - Roanoke,11,10927.72727,3818.818182
190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,490117,CARILION TAZEWELL COMMUNITY HOSPITAL,141 BEN BOLT AVENUE,TAZEWELL,VA,24651,VA - Roanoke,12,12915.5,6919.25
191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,490117,CARILION TAZEWELL COMMUNITY HOSPITAL,141 BEN BOLT AVENUE,TAZEWELL,VA,24651,VA - Roanoke,25,9218.8,5605.32
192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,490117,CARILION TAZEWELL COMMUNITY HOSPITAL,141 BEN BOLT AVENUE,TAZEWELL,VA,24651,VA - Roanoke,21,7567,4432.52381
194 - SIMPLE PNEUMONIA & PLEURISY W CC,490117,CARILION TAZEWELL COMMUNITY HOSPITAL,141 BEN BOLT AVENUE,TAZEWELL,VA,24651,VA - Roanoke,43,13362.16279,5820.581395
195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,490117,CARILION TAZEWELL COMMUNITY HOSPITAL,141 BEN BOLT AVENUE,TAZEWELL,VA,24651,VA - Roanoke,14,12298.07143,4474.428571
292 - HEART FAILURE & SHOCK W CC,490117,CARILION TAZEWELL COMMUNITY HOSPITAL,141 BEN BOLT AVENUE,TAZEWELL,VA,24651,VA - Roanoke,19,8602.736842,6099.894737
"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",490117,CARILION TAZEWELL COMMUNITY HOSPITAL,141 BEN BOLT AVENUE,TAZEWELL,VA,24651,VA - Roanoke,12,8126.666667,4223
690 - KIDNEY & URINARY TRACT INFECTIONS W/O MCC,490117,CARILION TAZEWELL COMMUNITY HOSPITAL,141 BEN BOLT AVENUE,TAZEWELL,VA,24651,VA - Roanoke,21,8524.47619,4961.285714
871 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,490117,CARILION TAZEWELL COMMUNITY HOSPITAL,141 BEN BOLT AVENUE,TAZEWELL,VA,24651,VA - Roanoke,16,11865.6875,10926
872 - SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,490117,CARILION TAZEWELL COMMUNITY HOSPITAL,141 BEN BOLT AVENUE,TAZEWELL,VA,24651,VA - Roanoke,11,9007.090909,6790.727273
039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,490118,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,VA - Richmond,46,66232.43478,6535.608696
057 - DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,490118,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,VA - Richmond,29,30879.68966,5460.482759
064 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,490118,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,VA - Richmond,48,58183.79167,11351.125
065 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC,490118,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,VA - Richmond,79,40435.6962,6988.810127
066 - INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,490118,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,VA - Richmond,47,30024.6383,6066.93617
069 - TRANSIENT ISCHEMIA,490118,HENRICO DOCTORS' HOSPITAL,1602 SKIPWITH ROAD,RICHMOND,VA,23229,VA - Richmond,49,26536.06122,4565.510204
